annReturn,cagr,annVol,maxDrawdown,sharpe,sortino,calmar,bestMonth,worstMonth,monthlyWinRate,averageMonthlyReturn,pnl,turnover,avgTurnover,costs,averageNumberOfHoldings,percentTimeInCash,percentTimeBtcRegimeRiskOn
0.26078378818083126,0.26078378818083126,0.4633172834402563,-0.47775264982469945,0.5628622058828477,0.4474527459495477,0.5458552417794438,1.2547794237424905,-0.36482004349887776,0.3050847457627119,0.034231914480235145,209595.99350447766,62.568193072339675,0.24536546302878304,27470.66455325243,1.2705882352941176,0.6973610331274565,0.5372549019607843
