"pnl","annReturn","annVol","maxDrawdown","sharpe","trades","fundingIncome","hedgePnl","costs"
"1193.3324098653538","0.011934694603595863","0.001058337256445082","-0.0006169112705086688","11.276834988956248","10","1494.3295370143926","0","300.9971271490515"
