"pnl","annReturn","annVol","maxDrawdown","sharpe","trades","spotPnl","futuresPnl","basisCompressionPnl","fees","slippage","rollCost","fundingCost","totalCosts"
"110.48043620005774","0.0019364212366823619","0.002073151542839984","-0.0004250000000000087","0.9340471242298491","6","-312.0359425151199","678.1127681106482","366.0768255955282","165.053398218388","90.0291263009389","0","0.5138648761469116","255.59638939547384"
