"time","equity","spot","future","basis","annualized","netAnnualized","amortizedExecution","daysToExpiry","instrument","volume","marginUsed","cashBuffer","reason","inPosition"
"1762693200000","100000","102892.06","103415","0.005082413550666631","0.03964554114322323","-0.0031549931399468493","0.00780053428317008","46.791666666666664","BTC-26DEC25","37.30473686","0","1","hold","False"
"1762696800000","100000","103025.06","103517.5","0.004779807941873493","0.037318286605001603","-0.00548920002601444","0.007807486631016043","46.75","BTC-26DEC25","62.76072185","0","1","hold","False"
"1762700400000","100000","103735.45","104295","0.00539400947313573","0.04215122478561017","-0.0006632265970838566","0.007814451382694024","46.708333333333336","BTC-26DEC25","46.84253926","0","1","hold","False"
"1762704000000","100000","103826.64","104432.5","0.0058353039258518535","0.045640412848627","0.0028189842771984275","0.007821428571428573","46.666666666666664","BTC-26DEC25","11.45422396","0","1","hold","False"
"1762707600000","100000","103621.52","104210","0.0056791292001892035","0.044458598564483844","0.0016301803339208408","0.007828418230563003","46.625","BTC-26DEC25","5.08553463","0","1","hold","False"
"1762711200000","100000","104493.89","105235","0.007092376405931411","0.05557175072983824","0.012736330336278313","0.007835420393559929","46.583333333333336","BTC-26DEC25","28.2164138","0","1","hold","False"
"1762714800000","100000","104795","105420","0.005964025001192752","0.046772478970858115","0.003930043876856325","0.00784243509400179","46.541666666666664","BTC-26DEC25","13.64668225","0","1","hold","False"
"1762718400000","100000","104610.02","105247.5","0.0060938713136657885","0.04783361353737662","0.004984151171785221","0.007849462365591399","46.5","BTC-26DEC25","18.11828408","0","1","hold","False"
"1762722000000","100000","104514.61","105145","0.006031596922191129","0.04738725474295452","0.004530752500802055","0.007856502242152466","46.458333333333336","BTC-26DEC25","9.46565972","0","1","hold","False"
"1762725600000","100000","104715.95","105337.5","0.005935580969279375","0.046674765970275874","0.003811211212645712","0.007863554757630162","46.416666666666664","BTC-26DEC25","8.5232266","0","1","hold","False"
"1762729200000","100000","104694.95","105360","0.00635226436423153","0.049996258607967844","0.0071256386618762","0.007870619946091645","46.375","BTC-26DEC25","25.80699127","0","1","hold","False"
"1762732800000","100000","106272.59","106665","0.003692485522372335","0.07351402994541285","0.01860493903632194","0.01990909090909091","18.333333333333332","BTC-28NOV25","12.55256318","0","1","hold","False"
"1762736400000","100000","105693.49","106457.5","0.00722854359336611","0.0569955372438228","0.014110748764974916","0.007884788478847885","46.291666666666664","BTC-26DEC25","24.09041513","0","1","hold","False"
"1762740000000","100000","105976.97","106697.5","0.00679892999394105","0.05365642049272396","0.01076452860083207","0.007891891891891892","46.25","BTC-26DEC25","10.13111074","0","1","hold","False"
"1762743600000","100000","106010.61","106747.5","0.006951096687397573","0.05490676914481762","0.012007761029398321","0.007899008115419296","46.208333333333336","BTC-26DEC25","7.93857965","0","1","hold","False"
"1762747200000","100000","106144.93","106867.5","0.0068073906120622585","0.053820164044824356","0.010914026860708826","0.007906137184115524","46.166666666666664","BTC-26DEC25","3.4102143","0","1","hold","False"
"1762750800000","100000","106079.64","106775","0.006555075036076774","0.0518721384968677","0.008958859364076362","0.007913279132791329","46.125","BTC-26DEC25","7.36054303","0","1","hold","False"
"1762754400000","100000","106200.79","106905","0.0066309299582423264","0.05251984306889944","0.009599409072516068","0.007920433996383364","46.083333333333336","BTC-26DEC25","8.03432972","0","1","hold","False"
"1762758000000","100000","106435.98","107212.5","0.00729565321801906","0.05783703365597011","0.014909431846015349","0.007927601809954752","46.041666666666664","BTC-26DEC25","24.75992875","0","1","hold","False"
"1762761600000","100000","105947.29","106612.5","0.006278688204294891","0.049820025968861634","0.006885243360165981","0.007934782608695653","46","BTC-26DEC25","14.88552036","0","1","hold","False"
"1762765200000","100000","106432.1","107082.5","0.006110938335333049","0.04853292821171125","0.005590951783787405","0.007941976427923844","45.958333333333336","BTC-26DEC25","12.27001403","0","1","hold","False"
"1762768800000","100000","105976.34","106647.5","0.006333111711538608","0.050343065873936665","0.007393882570851365","0.0079491833030853","45.916666666666664","BTC-26DEC25","5.53327841","0","1","hold","False"
"1762772400000","100000","106159.58","106487.5","0.003088934602039739","0.0630747485171751","0.007655168097594665","0.020419580419580422","17.875","BTC-28NOV25","2.44312139","0","1","hold","False"
"1762776000000","100000","105922.59","106635","0.006725760765479816","0.0535615130050938","0.010597876641457435","0.007963636363636364","45.833333333333336","BTC-26DEC25","15.59123536","0","1","hold","False"
"1762779600000","100000","106519.99","107265","0.006994086274322742","0.055749040730725404","0.012778158110161253","0.00797088262056415","45.791666666666664","BTC-26DEC25","9.7863027","0","1","hold","False"
"1762783200000","100000","104863.7","105565","0.00668772892812286","0.05335565155770151","0.010377509481198775","0.007978142076502732","45.75","BTC-26DEC25","29.22602771","0","1","hold","False"
"1762786800000","100000","105051.63","105727.5","0.006433693603802304","0.051375711913681114","0.008390297146133256","0.007985414767547858","45.708333333333336","BTC-26DEC25","28.26876865","0","1","hold","False"
"1762790400000","100000","105196.17","105917.5","0.006856998691112004","0.05480593844355945","0.011813237713632437","0.007992700729927008","45.666666666666664","BTC-26DEC25","14.6035862","0","1","hold","False"
"1762794000000","100000","105924.01","106597.5","0.006358237381685283","0.050865899053482266","0.007865899053482266","0.008","45.625","BTC-26DEC25","7.59324475","0","1","hold","False"
"1762797600000","100000","105440.76","106135","0.006584171054912824","0.052721515942446374","0.009714203328186777","0.008007312614259597","45.583333333333336","BTC-26DEC25","5.65757864","0","1","hold","False"
"1762801200000","100000","105797.98","106192.5","0.003728993691562099","0.07759141267953441","0.021783811729415646","0.020807600950118764","17.541666666666668","BTC-28NOV25","8.38445341","0","1","hold","False"
"1762804800000","100000","105985.94","106660","0.006359900190534784","0.05101897955044387","0.007997001528465848","0.008021978021978023","45.5","BTC-26DEC25","3.08229863","0","1","hold","False"
"1762808400000","100000","105598.25","106260","0.006266675820858714","0.05031721374035044","0.007287882851257865","0.008029330889092575","45.458333333333336","BTC-26DEC25","5.97701439","0","1","hold","False"
"1762812000000","100000","106027.56","106700","0.006342124632501278","0.05096973557863413","0.007933038330927705","0.008036697247706424","45.416666666666664","BTC-26DEC25","4.35267773","0","1","hold","False"
"1762815600000","100000","105979.38","106505","0.004959644036415245","0.039895759190998664","-0.0031483179439875638","0.008044077134986227","45.375","BTC-26DEC25","2.17374505","0","1","hold","False"
"1762819200000","100000","106109.28","106707.5","0.005637772681145403","0.045392360925398646","0.0023408903371633528","0.008051470588235294","45.333333333333336","BTC-26DEC25","4.65683895","0","1","hold","False"
"1762822800000","100000","106067.29","106712.5","0.00608302521917925","0.049022355952171325","0.00596347830727712","0.008058877644894205","45.291666666666664","BTC-26DEC25","45.42521563","0","1","hold","False"
"1762826400000","100000","106614.19","107302.5","0.006456082440808197","0.052076687091602035","0.009010388749060598","0.008066298342541437","45.25","BTC-26DEC25","15.55277129","0","1","hold","False"
"1762830000000","100000","106429.99","107047.5","0.005802030048109419","0.0468440398354272","0.003770307116533188","0.008073732718894009","45.208333333333336","BTC-26DEC25","16.36639805","0","1","hold","False"
"1762833600000","100000","105717.51","106347.5","0.005959183109780053","0.0481572362008056","0.005076055388997481","0.00808118081180812","45.166666666666664","BTC-26DEC25","8.95443645","0","1","hold","False"
"1762837200000","100000","105222.01","106000","0.007393795271540604","0.05980576784736444","0.01671712518808465","0.008088642659279778","45.125","BTC-26DEC25","14.84193876","0","1","hold","False"
"1762840800000","100000","105227.95","105912.5","0.0065054008939640084","0.05266849522285094","0.009572376923405464","0.008096118299445471","45.083333333333336","BTC-26DEC25","18.31577391","0","1","hold","False"
"1762844400000","100000","104757.65","105382.5","0.005964719521676987","0.048335747465208516","0.005232139694625722","0.008103607770582794","45.041666666666664","BTC-26DEC25","8.84966811","0","1","hold","False"
"1762848000000","100000","105129.44","105747.5","0.005879038259882341","0.047685532552378986","0.004574421441267875","0.00811111111111111","45","BTC-26DEC25","2.1770496","0","1","hold","False"
"1762851600000","100000","104957.11","105607.5","0.006196721689459617","0.050308880444547024","0.00719025208495481","0.008118628359592215","44.958333333333336","BTC-26DEC25","5.67540595","0","1","hold","False"
"1762855200000","100000","105160.6","105755","0.005652307042751659","0.04593154888172962","0.0028053893269986384","0.008126159554730984","44.916666666666664","BTC-26DEC25","4.21583922","0","1","hold","False"
"1762858800000","100000","105298.47","105827.5","0.0050240995904309305","0.0408645426296889","-0.002269162105687144","0.008133704735376045","44.875","BTC-26DEC25","4.42814548","0","1","hold","False"
"1762862400000","100000","104535.98","105132.5","0.005706360623394913","0.046456987974850775","0.0033157240343303293","0.008141263940520446","44.833333333333336","BTC-26DEC25","18.17279975","0","1","hold","False"
"1762866000000","100000","104388.32","105005","0.005907557473862957","0.04813972415910651","0.004990886949804183","0.008148837209302325","44.791666666666664","BTC-26DEC25","10.94899761","0","1","hold","False"
"1762869600000","100000","104550.59","105172.5","0.0059484121514761235","0.04851777509025218","0.005361350509246594","0.008156424581005586","44.75","BTC-26DEC25","8.34671901","0","1","hold","False"
"1762873200000","100000","103447.76","104095","0.006256684533333612","0.05107973579869752","0.00791570970363694","0.008164026095060579","44.708333333333336","BTC-26DEC25","29.55937151","0","1","hold","False"
"1762876800000","100000","103390.25","103912.5","0.0050512499969774804","0.041277005572315985","-0.0018946362187287928","0.008171641791044777","44.666666666666664","BTC-26DEC25","12.62245783","0","1","hold","False"
"1762880400000","100000","103305.91","103892.5","0.005678184336210812","0.04644341249785874","0.0032641407891752638","0.008179271708683473","44.625","BTC-26DEC25","14.25999045","0","1","hold","False"
"1762884000000","100000","103375.08","104022.5","0.006262824657548016","0.05127321869170151","0.008086302803851038","0.008186915887850466","44.583333333333336","BTC-26DEC25","28.78212647","0","1","hold","False"
"1762887600000","100000","103105.7","103665","0.0054245303605910955","0.04445171745442283","0.0012571430858540709","0.008194574368568757","44.541666666666664","BTC-26DEC25","31.79797838","0","1","hold","False"
"1762891200000","100000","102771.54","103320","0.005336691461468979","0.04377286254912757","0.0005706153581163369","0.008202247191011236","44.5","BTC-26DEC25","29.55035035","0","1","hold","False"
"1762894800000","100000","102591.82","102940","0.003393837832294855","0.07526587192633653","0.01808865673646311","0.02217721518987342","16.458333333333332","BTC-28NOV25","97.14362299","0","1","hold","False"
"1762898400000","100000","102958.78","103562.5","0.0058637058442223555","0.04818580037090791","0.004968164348393839","0.00821763602251407","44.416666666666664","BTC-26DEC25","9.14580735","0","1","hold","False"
"1762902000000","100000","103009.35","103665","0.006364956190870075","0.052354005851663714","0.009128653738987658","0.008225352112676056","44.375","BTC-26DEC25","4.79128283","0","1","hold","False"
"1762905600000","100000","102832.02","103460","0.006106852709885535","0.050278223438531285","0.007045140731764368","0.008233082706766917","44.333333333333336","BTC-26DEC25","67.09653645","0","1","hold","False"
"1762909200000","100000","103212.25","103800","0.005694575982986505","0.04692802033016161","0.0036871924844419438","0.008240827845719664","44.291666666666664","BTC-26DEC25","90.3492898","0","1","hold","False"
"1762912800000","100000","103114.05","103772.5","0.006385647736656619","0.0526725745509529","0.009423986980331433","0.008248587570621468","44.25","BTC-26DEC25","10.86176279","0","1","hold","False"
"1762916400000","100000","103282.62","103900","0.005977578802706551","0.049353054016691225","0.0060966920939768045","0.00825636192271442","44.208333333333336","BTC-26DEC25","4.47660655","0","1","hold","False"
"1762920000000","100000","103216.03","103770","0.005367092688994157","0.04435446410904606","0.0010903131656498331","0.008264150943396227","44.166666666666664","BTC-26DEC25","3.53438657","0","1","hold","False"
"1762923600000","100000","103373.06","103995","0.006016461155353259","0.04976789397629324","0.006495939302072278","0.008271954674220964","44.125","BTC-26DEC25","2.55006911","0","1","hold","False"
"1762927200000","100000","103348","104022.5","0.006526493013894852","0.05403788166514074","0.010758108508240926","0.008279773156899812","44.083333333333336","BTC-26DEC25","4.41402164","0","1","hold","False"
"1762930800000","100000","103102.51","103662.5","0.005431390564594407","0.045013227384907296","0.0017256209516054982","0.008287606433301798","44.041666666666664","BTC-26DEC25","6.92929834","0","1","hold","False"
"1762934400000","100000","104132.02","104795","0.0063667256238761905","0.052814883016245665","0.009519428470791113","0.008295454545454545","44","BTC-26DEC25","4.20007405","0","1","hold","False"
"1762938000000","100000","104507.32","105117.5","0.005838634078454863","0.04848003272726502","0.005176715191719994","0.008303317535545024","43.958333333333336","BTC-26DEC25","24.82796809","0","1","hold","False"
"1762941600000","100000","104877.95","105467.5","0.005621295992150888","0.04671968965013452","0.003408494204214213","0.008311195445920305","43.916666666666664","BTC-26DEC25","3.26122619","0","1","hold","False"
"1762945200000","100000","105015.6","105620","0.005755335397788386","0.04787914348017688","0.004560055161088565","0.008319088319088319","43.875","BTC-26DEC25","5.85380227","0","1","hold","False"
"1762948800000","100000","104986.41","105655","0.006368348055715067","0.053029210045688197","0.009702213847969559","0.008326996197718631","43.833333333333336","BTC-26DEC25","21.75466928","0","1","hold","False"
"1762952400000","100000","105037.5","105705","0.006354873259550198","0.0529673546657086","0.009632435541065403","0.008334919124643198","43.791666666666664","BTC-26DEC25","3.88652299","0","1","hold","False"
"1762956000000","100000","103980.77","104540","0.0053782059894342815","0.044869604254708866","0.0015267471118517225","0.008342857142857143","43.75","BTC-26DEC25","9.26854106","0","1","hold","False"
"1762959600000","100000","102165.3","102770","0.005918839371097606","0.0494271047576883","0.006076294462168758","0.008350810295519543","43.708333333333336","BTC-26DEC25","34.1585491","0","1","hold","False"
"1762963200000","100000","101420","102047.5","0.006187142575428961","0.051716955115226816","0.008358176489272616","0.0083587786259542","43.666666666666664","BTC-26DEC25","31.22604699","0","1","hold","False"
"1762966800000","100000","101729.23","102320","0.0058072787929290826","0.04858812055975049","0.005221358382100059","0.008366762177650429","43.625","BTC-26DEC25","4.53497301","0","1","hold","False"
"1762970400000","100000","101525.04","102100","0.0056632334249757665","0.04742822638889839","0.004053465394634527","0.008374760994263862","43.583333333333336","BTC-26DEC25","6.22460918","0","1","hold","False"
"1762974000000","100000","101270.01","101850","0.005727164438909416","0.048009531564446394","0.0046267564448291675","0.008382775119617226","43.541666666666664","BTC-26DEC25","9.22192299","0","1","hold","False"
"1762977600000","100000","101519.99","102102.5","0.0057378847259539345","0.048145469539613475","0.004754664941912325","0.00839080459770115","43.5","BTC-26DEC25","2.12764913","0","1","hold","False"
"1762981200000","100000","101898.4","102392.5","0.0048489475791573255","0.0407255808182341","-0.0026732686544408734","0.008398849472674975","43.458333333333336","BTC-26DEC25","13.81035459","0","1","hold","False"
"1762984800000","100000","101954.74","102475","0.005102852501021493","0.04289922064198491","-0.0005076891468826505","0.008406909788867562","43.416666666666664","BTC-26DEC25","5.69044465","0","1","hold","False"
"1762988400000","100000","101639.01","102172.5","0.005248870487817747","0.04416916952284675","0.0007541839320686552","0.008414985590778098","43.375","BTC-26DEC25","0.78236432","0","1","hold","False"
"1762992000000","100000","101857.28","102420","0.005524592842062859","0.04653407047737562","0.0031109935542986984","0.008423076923076924","43.333333333333336","BTC-26DEC25","2.3763665","0","1","hold","False"
"1762995600000","100000","101988","102522.5","0.005240812644624837","0.04418625482859824","0.0007550709979918871","0.008431183830606353","43.291666666666664","BTC-26DEC25","5.76400417","0","1","hold","False"
"1762999200000","100000","102048.87","102582.5","0.00522916128321671","0.044130494066453155","0.0006911877080716528","0.008439306358381502","43.25","BTC-26DEC25","9.89800274","0","1","hold","False"
"1763002800000","100000","102106.16","102695","0.0057669390367829365","0.048715897745630204","0.0052684531940390775","0.008447444551591127","43.208333333333336","BTC-26DEC25","18.29432673","0","1","hold","False"
"1763006400000","100000","102089.29","102400","0.0030435122038756646","0.07324496402733742","0.014179029961403349","0.024065934065934068","15.166666666666666","BTC-28NOV25","8.98443689","0","1","hold","False"
"1763010000000","100000","103116.03","103667.5","0.005348053062167013","0.0452646809899353","0.0018009128739932719","0.00846376811594203","43.125","BTC-26DEC25","23.45072344","0","1","hold","False"
"1763013600000","100000","103576.92","104130","0.005339799638761189","0.04523853465720311","0.0017665810788665519","0.008471953578336557","43.083333333333336","BTC-26DEC25","59.69095918","0","1","hold","False"
"1763017200000","100000","103449.93","103972.5","0.0050514292276466755","0.042836902259617504","-0.0006432526290562623","0.008480154888673767","43.041666666666664","BTC-26DEC25","34.74624323","0","1","hold","False"
"1763020800000","100000","103637.93","104287.5","0.006267685971728776","0.05320245069025589","0.009714078597232629","0.008488372093023257","43","BTC-26DEC25","220.60351565","0","1","hold","False"
"1763024400000","100000","102803.84","103320","0.0050208241248577146","0.04265996055650202","-0.0008366446811313459","0.008496605237633367","42.958333333333336","BTC-26DEC25","275.93131403","0","1","hold","False"
"1763028000000","100000","102966.16","103527.5","0.005451694032291732","0.046365863808617055","0.002861009439685017","0.008504854368932039","42.916666666666664","BTC-26DEC25","6.8820039","0","1","hold","False"
"1763031600000","100000","102906.53","103537.5","0.006131486505278172","0.05219807753764508","0.008684958004117373","0.008513119533527697","42.875","BTC-26DEC25","5.85627261","0","1","hold","False"
"1763035200000","100000","103115.16","103707.5","0.0057444511553876865","0.048950770545910634","0.005429369767700518","0.008521400778210116","42.833333333333336","BTC-26DEC25","5.46352333","0","1","hold","False"
"1763038800000","100000","102299.77","102877.5","0.005647422276706893","0.048170807345620625","0.00464110919566931","0.008529698149951316","42.791666666666664","BTC-26DEC25","4.51112991","0","1","hold","False"
"1763042400000","100000","102850.98","103495","0.006261680734592989","0.05346230334798692","0.00992429165208048","0.008538011695906433","42.75","BTC-26DEC25","24.11300503","0","1","hold","False"
"1763046000000","100000","101352","101930","0.005702896834793636","0.04873890368077292","0.005192562217358284","0.008546341463414634","42.708333333333336","BTC-26DEC25","33.76627225","0","1","hold","False"
"1763049600000","100000","100589.59","101155","0.0056209593855587325","0.04808555099364697","0.004530863493646968","0.0085546875","42.666666666666664","BTC-26DEC25","26.6033267","0","1","hold","False"
"1763053200000","100000","99594.96","100160","0.005673379456149208","0.04858143112010465","0.005018381266732217","0.008563049853372433","42.625","BTC-26DEC25","41.90489359","0","1","hold","False"
"1763056800000","100000","98529.2","99035","0.005133503570515119","0.044001459175843874","0.0004300306044153022","0.008571428571428572","42.583333333333336","BTC-26DEC25","55.7093945","0","1","hold","False"
"1763060400000","100000","98629.96","99195","0.005728888057949133","0.04915284954714438","0.005573025844891683","0.008579823702252694","42.541666666666664","BTC-26DEC25","44.73485519","0","1","hold","False"
"1763064000000","100000","98090","98332.5","0.00247221939035569","0.06223172948136737","0.0020593156882639206","0.02517241379310345","14.5","BTC-28NOV25","13.75954998","0","1","hold","False"
"1763067600000","100000","98738.14","99242.5","0.0051080565220289476","0.043912242524998604","0.00031557912951283434","0.00859666339548577","42.458333333333336","BTC-26DEC25","6.2159223","0","1","hold","False"
"1763071200000","100000","99795.65","100257.5","0.004627957230600721","0.03982407204328322","-0.0037810360117266047","0.008605108055009823","42.416666666666664","BTC-26DEC25","14.6386548","0","1","hold","False"
"1763074800000","100000","99614.54","100142.5","0.0053000294936864645","0.0456521714500427","0.0020386021285087805","0.008613569321533922","42.375","BTC-26DEC25","29.55051791","0","1","hold","False"
"1763078400000","100000","98929.36","99350","0.0042519227861173015","0.03666027914014523","-0.006961768103949255","0.008622047244094487","42.333333333333336","BTC-26DEC25","29.40396572","0","1","hold","False"
"1763082000000","100000","99212.68","99747.5","0.005390641599440693","0.046524158040493084","0.002893616168571901","0.008630541871921183","42.291666666666664","BTC-26DEC25","11.02273834","0","1","hold","False"
"1763085600000","100000","99574.94","100127.5","0.005549187375859743","0.04793972525890666","0.004300672004468792","0.00863905325443787","42.25","BTC-26DEC25","13.82172086","0","1","hold","False"
"1763089200000","100000","99095.36","99585","0.004941099159435858","0.04272855739058057","-0.0009190240506830065","0.008647581441263574","42.208333333333336","BTC-26DEC25","7.10764554","0","1","hold","False"
"1763092800000","100000","97780.08","98312.5","0.0054450763386570955","0.04713326949272348","0.0034771430105100393","0.00865612648221344","42.166666666666664","BTC-26DEC25","67.25170728","0","1","hold","False"
"1763096400000","100000","97479.32","97972.5","0.005059329507017374","0.04383751382934935","0.00017282540204964503","0.008664688427299703","42.125","BTC-26DEC25","44.41214975","0","1","hold","False"
"1763100000000","100000","97516","97990","0.0048607408015095555","0.04215850437744921","-0.0015147629492834628","0.008673267326732672","42.083333333333336","BTC-26DEC25","31.19041472","0","1","hold","False"
"1763103600000","100000","97093.95","97475","0.003924549366876029","0.03407240084621805","-0.009609462384703657","0.008681863230921705","42.041666666666664","BTC-26DEC25","18.10156747","0","1","hold","False"
"1763107200000","100000","97313.86","97797.5","0.004969898429678876","0.043190783972209275","-0.0004996922182669145","0.00869047619047619","42","BTC-26DEC25","42.46761719","0","1","hold","False"
"1763110800000","100000","96799.58","97280","0.004963038062768543","0.04317399546162109","-0.0005251107945854656","0.008699106256206554","41.958333333333336","BTC-26DEC25","29.71447115","0","1","hold","False"
"1763114400000","100000","96700.5","97147.5","0.004622520049017309","0.04025176503915669","-0.0034559884399685626","0.008707753479125249","41.916666666666664","BTC-26DEC25","17.76924529","0","1","hold","False"
"1763118000000","100000","96124","96612.5","0.00508197744579908","0.04429663922905466","0.0005802213186069018","0.008716417910447761","41.875","BTC-26DEC25","41.02153132","0","1","hold","False"
"1763121600000","100000","95282.4","95682.5","0.004199096580270956","0.03663753589957527","-0.007087563702018359","0.008725099601593626","41.833333333333336","BTC-26DEC25","157.56781041","0","1","hold","False"
"1763125200000","100000","95147.49","95570","0.0044405795675743764","0.03878312762906434","-0.004950670975123097","0.008733798604187439","41.791666666666664","BTC-26DEC25","95.75397221","0","1","hold","False"
"1763128800000","100000","96464.01","96900","0.004519716731659962","0.03951369118696733","-0.004228823783092553","0.00874251497005988","41.75","BTC-26DEC25","58.83681766","0","1","hold","False"
"1763132400000","100000","96730.95","97177.5","0.004616412844079321","0.04039937713699785","-0.0033518716142509003","0.00875124875124875","41.708333333333336","BTC-26DEC25","38.57344168","0","1","hold","False"
"1763136000000","100000","96954.45","97275","0.0033061917219889825","0.08829951062385209","0.026592193550681358","0.02670731707317073","13.666666666666666","BTC-28NOV25","5.03267723","0","1","hold","False"
"1763139600000","100000","95784.51","96260","0.004964163829830115","0.04352960475406587","-0.00023916401470289693","0.008768768768768769","41.625","BTC-26DEC25","11.80018612","0","1","hold","False"
"1763143200000","100000","95011.98","95470","0.004820655247896211","0.042313567105782365","-0.0014639880044380752","0.00877755511022044","41.583333333333336","BTC-26DEC25","12.00668522","0","1","hold","False"
"1763146800000","100000","95707.73","96157.5","0.004699411426851263","0.04129071624796095","-0.0024956428292707477","0.008786359077231696","41.541666666666664","BTC-26DEC25","22.48952496","0","1","hold","False"
"1763150400000","100000","94287.01","94750","0.004910432518753227","0.04318814142999826","-0.000607039292893307","0.008795180722891566","41.5","BTC-26DEC25","23.04088006","0","1","hold","False"
"1763154000000","100000","94961.99","95467.5","0.005323287770190976","0.046866332529520556","0.0030623124290180426","0.008804020100502514","41.458333333333336","BTC-26DEC25","6.91803416","0","1","hold","False"
"1763157600000","100000","95096.01","95492.5","0.004169365255177526","0.03674410426092065","-0.007068773002660838","0.00881287726358149","41.416666666666664","BTC-26DEC25","4.9204155","0","1","hold","False"
"1763161200000","100000","94503.96","94947.5","0.004693348299901867","0.0414035559991343","-0.002418196266726731","0.008821752265861028","41.375","BTC-26DEC25","8.14800057","0","1","hold","False"
"1763164800000","100000","95070","95492.5","0.004444093825602291","0.03924421563737507","-0.004586429523915255","0.008830645161290323","41.333333333333336","BTC-26DEC25","17.84202742","0","1","hold","False"
"1763168400000","100000","95600","96035","0.004550209205020916","0.040221829097864","-0.0036177269061723255","0.008839556004036327","41.291666666666664","BTC-26DEC25","9.07450698","0","1","hold","False"
