date,turnover,weights
2016-10-31,0.07371070196389032,"{'SPY': 0.22036452173298615, 'QQQ': 0.07076669212516652, 'TLT': 0.1409218512856789, 'IEF': 0.00875068018110497, 'TIP': 0.0, 'LQD': 0.09229069856291441, 'HYG': 0.19263854512868644, 'DBC': 0.0880664020927258, 'GLD': 0.054678381760744556, 'SHY': 0.1315222271299924}"
2016-11-30,0.027218608126310096,"{'SPY': 0.22745238622020453, 'QQQ': 0.06497536709830384, 'TLT': 0.13864785175092342, 'IEF': 0.010293564735841377, 'TIP': 0.0, 'LQD': 0.09229420943305115, 'HYG': 0.19761358927974992, 'DBC': 0.08604577934328578, 'GLD': 0.05287364966770957, 'SHY': 0.12980360247093048}"
2016-12-30,0.034465209786727694,"{'SPY': 0.2272109363902046, 'QQQ': 0.0675351218145495, 'TLT': 0.1259456238395513, 'IEF': 0.012159527320565518, 'TIP': 0.0, 'LQD': 0.09167146599974038, 'HYG': 0.20643969159680567, 'DBC': 0.08237959562460478, 'GLD': 0.05542603665482098, 'SHY': 0.1312320007591574}"
2017-01-31,0.02564447397658591,"{'SPY': 0.22694615597735726, 'QQQ': 0.06817375146732578, 'TLT': 0.11904118603343866, 'IEF': 0.019798864604363742, 'TIP': 0.0, 'LQD': 0.08865621401068695, 'HYG': 0.20903900601971467, 'DBC': 0.08066276717862332, 'GLD': 0.05737099228363045, 'SHY': 0.13031106242485932}"
2017-02-28,0.04511967587726759,"{'SPY': 0.23076901381637258, 'QQQ': 0.0599170279960538, 'TLT': 0.12395412192915123, 'IEF': 0.02602316551240825, 'TIP': 0.0, 'LQD': 0.08873137294648684, 'HYG': 0.21376652650313713, 'DBC': 0.08345983105526236, 'GLD': 0.04478935026131939, 'SHY': 0.12858958997980854}"
2017-03-31,0.03583185603564368,"{'SPY': 0.23251032954129258, 'QQQ': 0.05501906028592056, 'TLT': 0.1281724457555331, 'IEF': 0.02985935425002548, 'TIP': 0.0, 'LQD': 0.08962699875485913, 'HYG': 0.2182637324383686, 'DBC': 0.08618709904056127, 'GLD': 0.03585008596333833, 'SHY': 0.12451089397010096}"
2017-04-28,0.058240137578266175,"{'SPY': 0.2228498289380685, 'QQQ': 0.06978561048953028, 'TLT': 0.1190964160540194, 'IEF': 0.036157439114608135, 'TIP': 0.0, 'LQD': 0.08949947567807444, 'HYG': 0.21376507979903694, 'DBC': 0.08440216258303809, 'GLD': 0.04390551968427909, 'SHY': 0.12053846765934521}"
2017-05-31,0.01624854173097271,"{'SPY': 0.22283541587669276, 'QQQ': 0.06678215233270411, 'TLT': 0.12087804423037543, 'IEF': 0.03825637866077727, 'TIP': 0.0, 'LQD': 0.09006241637831802, 'HYG': 0.21642530285281938, 'DBC': 0.08542270197197326, 'GLD': 0.03945732123782658, 'SHY': 0.11988026645851328}"
2017-06-30,0.040617686131867226,"{'SPY': 0.21371972718852456, 'QQQ': 0.06920715312217626, 'TLT': 0.12241605104820427, 'IEF': 0.041618707739938206, 'TIP': 0.0, 'LQD': 0.091634414041507, 'HYG': 0.227087155176172, 'DBC': 0.08617235836490342, 'GLD': 0.030234902107369357, 'SHY': 0.11790953121120518}"
2017-07-31,0.05581065864504815,"{'SPY': 0.21476845705739286, 'QQQ': 0.05826281211655321, 'TLT': 0.13083100237035558, 'IEF': 0.039339534363767914, 'TIP': 0.0, 'LQD': 0.09545399280350031, 'HYG': 0.2400725174790302, 'DBC': 0.08780906543155628, 'GLD': 0.018039950204611712, 'SHY': 0.11542266817323199}"
2017-08-31,0.035718967667468654,"{'SPY': 0.21368534443805567, 'QQQ': 0.05446448432381187, 'TLT': 0.13366729825859608, 'IEF': 0.03388137668246504, 'TIP': 0.0, 'LQD': 0.0973154129658842, 'HYG': 0.25323428526214015, 'DBC': 0.08569964990721714, 'GLD': 0.015380947397079328, 'SHY': 0.11267120076475061}"
2017-09-29,0.021936205703839723,"{'SPY': 0.21524780917472502, 'QQQ': 0.05184768630427897, 'TLT': 0.1363487971816053, 'IEF': 0.03115320555758856, 'TIP': 0.0, 'LQD': 0.10167890072965063, 'HYG': 0.25496242453430623, 'DBC': 0.0863321620635259, 'GLD': 0.012187636514518829, 'SHY': 0.11024137793980063}"
2017-10-31,0.04949615479871756,"{'SPY': 0.22264875894758943, 'QQQ': 0.04003358264200685, 'TLT': 0.14206537241686046, 'IEF': 0.027800916784004797, 'TIP': 0.0, 'LQD': 0.10710282552353514, 'HYG': 0.25923294269694, 'DBC': 0.0878494046867707, 'GLD': 0.002605951551015899, 'SHY': 0.11066024475127671}"
2017-11-30,0.020362949396125506,"{'SPY': 0.22714227919545213, 'QQQ': 0.03761438503790657, 'TLT': 0.1435459658160911, 'IEF': 0.027685332368410136, 'TIP': 0.0, 'LQD': 0.10998582858426026, 'HYG': 0.2554944232854224, 'DBC': 0.08917376267701498, 'GLD': 0.0, 'SHY': 0.10935802303544244}"
2017-12-29,0.04867532701912333,"{'SPY': 0.24147427147007333, 'QQQ': 0.033454165414507936, 'TLT': 0.1491500114114601, 'IEF': 0.026571640423048114, 'TIP': 0.0, 'LQD': 0.10963984447925648, 'HYG': 0.23677665544962517, 'DBC': 0.09356494695786322, 'GLD': 0.0, 'SHY': 0.10936846439416571}"
2018-01-31,0.056889254355100824,"{'SPY': 0.22893692181447478, 'QQQ': 0.04939348355631159, 'TLT': 0.14426533998277738, 'IEF': 0.03396953873814805, 'TIP': 0.0, 'LQD': 0.1112267473398445, 'HYG': 0.22870431760408588, 'DBC': 0.09708545481792205, 'GLD': 0.0, 'SHY': 0.10641819614643588}"
2018-02-28,0.02265782617418865,"{'SPY': 0.22841852181280417, 'QQQ': 0.052742089490823214, 'TLT': 0.14728418600602447, 'IEF': 0.03243652567993547, 'TIP': 0.0, 'LQD': 0.11167638790674508, 'HYG': 0.21942681757687477, 'DBC': 0.10134996235287408, 'GLD': 0.0, 'SHY': 0.1066655091739189}"
2018-03-29,0.02650018210359633,"{'SPY': 0.2338320166241799, 'QQQ': 0.051389255752143106, 'TLT': 0.15017177481110544, 'IEF': 0.027009619422839172, 'TIP': 0.0, 'LQD': 0.11294697464240253, 'HYG': 0.21295646652085296, 'DBC': 0.10400910965914667, 'GLD': 0.0, 'SHY': 0.10768478256733027}"
2018-04-30,0.008737607462255638,"{'SPY': 0.23192255791491748, 'QQQ': 0.050837307509602934, 'TLT': 0.15221948652755588, 'IEF': 0.025102222643513965, 'TIP': 0.0, 'LQD': 0.11423941420535402, 'HYG': 0.2131913761095611, 'DBC': 0.10443863550641791, 'GLD': 0.0, 'SHY': 0.10804899958307679}"
2018-05-31,0.02547945234172526,"{'SPY': 0.22611312627825747, 'QQQ': 0.05545796389755059, 'TLT': 0.1520764086102571, 'IEF': 0.02689656965637148, 'TIP': 0.0, 'LQD': 0.10770537693826979, 'HYG': 0.21840664586917882, 'DBC': 0.1055480885168577, 'GLD': 0.0, 'SHY': 0.10779582023325723}"
2018-06-29,0.028665696927886047,"{'SPY': 0.21986274868452946, 'QQQ': 0.05916967130271433, 'TLT': 0.1504353196194901, 'IEF': 0.026844853920625345, 'TIP': 0.0, 'LQD': 0.10319907888033963, 'HYG': 0.22769581304188402, 'DBC': 0.1036647204310859, 'GLD': 0.0, 'SHY': 0.10912779411933127}"
2018-07-31,0.02842958622580633,"{'SPY': 0.21202247863513915, 'QQQ': 0.06448761024749454, 'TLT': 0.14718813359185778, 'IEF': 0.028929826213526504, 'TIP': 0.0, 'LQD': 0.10372004254446679, 'HYG': 0.23398673125297867, 'DBC': 0.10150605024945392, 'GLD': 0.0, 'SHY': 0.10815912726508273}"
2018-08-31,0.029649279616314386,"{'SPY': 0.20542344937289025, 'QQQ': 0.06804208003070812, 'TLT': 0.14233014909663813, 'IEF': 0.03373608551135502, 'TIP': 0.0, 'LQD': 0.10756186682362164, 'HYG': 0.2317825614180875, 'DBC': 0.10412813669741423, 'GLD': 0.0, 'SHY': 0.10699567104928531}"
2018-09-28,0.018171395478970183,"{'SPY': 0.2078589034869562, 'QQQ': 0.06059397359405818, 'TLT': 0.1432490934741266, 'IEF': 0.032145898781665204, 'TIP': 0.0, 'LQD': 0.11030765938524723, 'HYG': 0.23173515684494211, 'DBC': 0.10543222838157579, 'GLD': 0.0, 'SHY': 0.10867708605142878}"
2018-10-31,0.0775646621120461,"{'SPY': 0.21967668456183748, 'QQQ': 0.057967934794061975, 'TLT': 0.15478428098013533, 'IEF': 0.03016803580890927, 'TIP': 0.0, 'LQD': 0.0978754299663801, 'HYG': 0.20998895698053835, 'DBC': 0.11100551379657239, 'GLD': 0.0, 'SHY': 0.11853316311156525}"
2018-11-30,0.013821644388424405,"{'SPY': 0.22400835371790567, 'QQQ': 0.05785090062407108, 'TLT': 0.1565303707665989, 'IEF': 0.029155169335070383, 'TIP': 0.0, 'LQD': 0.09870849321806051, 'HYG': 0.20493039801449625, 'DBC': 0.11041386171270279, 'GLD': 0.0, 'SHY': 0.1184024526110945}"
2018-12-31,0.025977328613673464,"{'SPY': 0.22380218767261773, 'QQQ': 0.058254079272275945, 'TLT': 0.15644338953615858, 'IEF': 0.024656301185548023, 'TIP': 0.0, 'LQD': 0.1112939788766924, 'HYG': 0.2024243709292592, 'DBC': 0.10786364917833, 'GLD': 0.0, 'SHY': 0.11526204334911827}"
2019-01-31,0.060801046248065385,"{'SPY': 0.215308892105662, 'QQQ': 0.06838884216277552, 'TLT': 0.14367089717700832, 'IEF': 0.027560148728398084, 'TIP': 0.0, 'LQD': 0.12602230452723576, 'HYG': 0.2050579579693989, 'DBC': 0.10461320776821287, 'GLD': 0.0, 'SHY': 0.1093777495613087}"
2019-02-28,0.07020297422169403,"{'SPY': 0.23060111014095808, 'QQQ': 0.05621489386544038, 'TLT': 0.15124048604959583, 'IEF': 0.018990177378808683, 'TIP': 0.0, 'LQD': 0.1244596427806225, 'HYG': 0.19226305225208967, 'DBC': 0.10918377060855877, 'GLD': 0.0, 'SHY': 0.11704686692392621}"
2019-03-29,0.05528506857256762,"{'SPY': 0.24424827820854297, 'QQQ': 0.04799444431885662, 'TLT': 0.15476260361911262, 'IEF': 0.01606057372431203, 'TIP': 0.0, 'LQD': 0.11847561616570351, 'HYG': 0.18175459778180528, 'DBC': 0.11160999006358292, 'GLD': 0.0, 'SHY': 0.1250938961180842}"
2019-04-30,0.046249238956119654,"{'SPY': 0.2474937750481107, 'QQQ': 0.04565048032963791, 'TLT': 0.14399552219220804, 'IEF': 0.018965096116939726, 'TIP': 0.0, 'LQD': 0.13357893972023874, 'HYG': 0.17400930793687258, 'DBC': 0.10934170584657905, 'GLD': 0.0, 'SHY': 0.12696517280941333}"
2019-05-31,0.0325366026706799,"{'SPY': 0.25254399993788523, 'QQQ': 0.03895364462648373, 'TLT': 0.1431553688138729, 'IEF': 0.015704055758287604, 'TIP': 0.0, 'LQD': 0.1447625015364899, 'HYG': 0.16874417642669381, 'DBC': 0.10937622047589338, 'GLD': 0.0, 'SHY': 0.12676003242439365}"
2019-06-28,0.03980292340491523,"{'SPY': 0.24688452974344874, 'QQQ': 0.041846369751759586, 'TLT': 0.13515923198982913, 'IEF': 0.02415509119230327, 'TIP': 0.0, 'LQD': 0.1533202026796559, 'HYG': 0.1675288839020116, 'DBC': 0.10615714909491963, 'GLD': 0.0, 'SHY': 0.12494854164607218}"
2019-07-31,0.04003026065361094,"{'SPY': 0.24239285068177546, 'QQQ': 0.04153581913487356, 'TLT': 0.12345145444805565, 'IEF': 0.032079997914523, 'TIP': 0.0006235048205435259, 'LQD': 0.15857417871111945, 'HYG': 0.16880961702252395, 'DBC': 0.102652025988447, 'GLD': 0.0016978070467999786, 'SHY': 0.12818274423133857}"
2019-08-30,0.024324757372580816,"{'SPY': 0.24235583275488431, 'QQQ': 0.04051162057946122, 'TLT': 0.1175308151757215, 'IEF': 0.03758521745294407, 'TIP': 0.0, 'LQD': 0.16107010937837712, 'HYG': 0.1642525989114147, 'DBC': 0.10310667340365072, 'GLD': 0.003746111821974951, 'SHY': 0.12984102052157154}"
2019-09-30,0.04957419142570041,"{'SPY': 0.250244231470157, 'QQQ': 0.031240950296953753, 'TLT': 0.11707974978591734, 'IEF': 0.0347522635513985, 'TIP': 0.0, 'LQD': 0.16374314036578147, 'HYG': 0.15763798379282712, 'DBC': 0.10077546654706536, 'GLD': 0.017971777832148147, 'SHY': 0.1265544363577515}"
2019-10-31,0.0336293341450119,"{'SPY': 0.2477724787482329, 'QQQ': 0.03263894510413625, 'TLT': 0.11023336377655475, 'IEF': 0.038953737926457066, 'TIP': 0.0, 'LQD': 0.16144542307772874, 'HYG': 0.16050294261752196, 'DBC': 0.09956400655726443, 'GLD': 0.026322016897718167, 'SHY': 0.12256708529438586}"
2019-11-29,0.06548747183808995,"{'SPY': 0.24465518364294533, 'QQQ': 0.025014678676752947, 'TLT': 0.10590115712071842, 'IEF': 0.03891510729148179, 'TIP': 0.006182920286527151, 'LQD': 0.16846822560306104, 'HYG': 0.1800409557247075, 'DBC': 0.09491739709188075, 'GLD': 0.02235676869502162, 'SHY': 0.1135476058669036}"
2019-12-31,0.038856079008459526,"{'SPY': 0.23852512670846443, 'QQQ': 0.03244122171847448, 'TLT': 0.10729199623779127, 'IEF': 0.04026772167757737, 'TIP': 0.007384661630496909, 'LQD': 0.1680983162566444, 'HYG': 0.18052540626746222, 'DBC': 0.092710846963651, 'GLD': 0.02992861976763695, 'SHY': 0.10282608277180116}"
2020-01-31,0.06271389287872857,"{'SPY': 0.24609349272861944, 'QQQ': 0.03191513502559966, 'TLT': 0.12018513761393528, 'IEF': 0.04198204476275336, 'TIP': 0.0, 'LQD': 0.171145509442488, 'HYG': 0.1715804034308587, 'DBC': 0.09664449644099882, 'GLD': 0.015427424488247878, 'SHY': 0.105026356066499}"
2020-02-28,0.04087805311179457,"{'SPY': 0.2531583700586191, 'QQQ': 0.026839979720975304, 'TLT': 0.12688913226909138, 'IEF': 0.03716022091149161, 'TIP': 0.0, 'LQD': 0.16850032479831212, 'HYG': 0.16409336279348824, 'DBC': 0.10057330255892145, 'GLD': 0.015017602369783042, 'SHY': 0.10776770451931793}"
2020-03-31,0.02582531046563122,"{'SPY': 0.2537392476340176, 'QQQ': 0.029621927955050652, 'TLT': 0.13058177250869327, 'IEF': 0.03733270231204005, 'TIP': 0.0, 'LQD': 0.16739965019458145, 'HYG': 0.1619824441717545, 'DBC': 0.10237224566150774, 'GLD': 0.00531654036243175, 'SHY': 0.11165346919992294}"
2020-04-30,0.02619188486685898,"{'SPY': 0.25026552333230967, 'QQQ': 0.034325482318591595, 'TLT': 0.13294101284097354, 'IEF': 0.038587936590041186, 'TIP': 0.0, 'LQD': 0.16309397242529167, 'HYG': 0.16288956751047706, 'DBC': 0.10267251296948307, 'GLD': 0.0, 'SHY': 0.1152239920128322}"
2020-05-29,0.02636916092190409,"{'SPY': 0.25387090751007546, 'QQQ': 0.029259517105757804, 'TLT': 0.13520964644761344, 'IEF': 0.041685427044852744, 'TIP': 0.0, 'LQD': 0.1549753571771735, 'HYG': 0.16648177154711147, 'DBC': 0.10280631155075887, 'GLD': 0.0, 'SHY': 0.1157110616166569}"
2020-06-30,0.0950639992518411,"{'SPY': 0.28153483353861625, 'QQQ': 0.0040259607118559426, 'TLT': 0.14743796148943278, 'IEF': 0.036336549078405736, 'TIP': 0.0, 'LQD': 0.14020867744970011, 'HYG': 0.1643835957133291, 'DBC': 0.10272160184644287, 'GLD': 0.0, 'SHY': 0.12335082017221725}"
2020-07-31,0.047409547419096615,"{'SPY': 0.2831892637601358, 'QQQ': 0.003568773417898515, 'TLT': 0.1465729669351465, 'IEF': 0.04555712558653671, 'TIP': 0.0, 'LQD': 0.1208666528206009, 'HYG': 0.1770540015400066, 'DBC': 0.09968103461423751, 'GLD': 0.0, 'SHY': 0.12351018132543753}"
2020-08-31,0.0839053285851611,"{'SPY': 0.28273273061772236, 'QQQ': 0.0, 'TLT': 0.15387756759536209, 'IEF': 0.044136698821338353, 'TIP': 0.0, 'LQD': 0.08962369340942479, 'HYG': 0.1969164048665606, 'DBC': 0.09954502414203814, 'GLD': 0.014785660305810917, 'SHY': 0.11838222024174273}"
2020-09-30,0.05635698791784028,"{'SPY': 0.2707943486289713, 'QQQ': 0.01182689611667856, 'TLT': 0.1445436153824851, 'IEF': 0.044375719702936585, 'TIP': 0.0, 'LQD': 0.09137062833675452, 'HYG': 0.19942383185140905, 'DBC': 0.09738779110645177, 'GLD': 0.026643875354276203, 'SHY': 0.11363329352003715}"
2020-10-30,0.04652623083074259,"{'SPY': 0.25985951966942167, 'QQQ': 0.01861390555374389, 'TLT': 0.13805687383177756, 'IEF': 0.044926885546016745, 'TIP': 0.0, 'LQD': 0.09061144173338842, 'HYG': 0.20328493907416845, 'DBC': 0.09529501923264827, 'GLD': 0.03870770826674254, 'SHY': 0.11064370709209255}"
2020-11-30,0.024623799407231212,"{'SPY': 0.2553581439588606, 'QQQ': 0.021720296027004486, 'TLT': 0.13660330077993924, 'IEF': 0.04498083069661402, 'TIP': 0.0, 'LQD': 0.08681619798752248, 'HYG': 0.20598150719077762, 'DBC': 0.09413301793942246, 'GLD': 0.045162704229891076, 'SHY': 0.10924400118996809}"
2020-12-31,0.05742997312752065,"{'SPY': 0.25223467474210165, 'QQQ': 0.025695003777213638, 'TLT': 0.1419624634201453, 'IEF': 0.0488242717458566, 'TIP': 0.0, 'LQD': 0.09561933905975413, 'HYG': 0.21119241247760517, 'DBC': 0.09565664670446584, 'GLD': 0.02142962721835627, 'SHY': 0.10738556085450156}"
2021-01-29,0.059643465147001314,"{'SPY': 0.24489892446308842, 'QQQ': 0.03145358561515723, 'TLT': 0.13876849340936923, 'IEF': 0.05159865621247712, 'TIP': 0.002218730855805796, 'LQD': 0.11056621097600593, 'HYG': 0.2153155759744841, 'DBC': 0.09291712375620353, 'GLD': 0.007598426423095141, 'SHY': 0.10466427231431362}"
2021-02-26,0.08104420653216715,"{'SPY': 0.23047782692047086, 'QQQ': 0.03922168972714346, 'TLT': 0.1262706299623477, 'IEF': 0.053428797099916756, 'TIP': 0.01288192616490913, 'LQD': 0.12151875510307505, 'HYG': 0.21155182003745446, 'DBC': 0.09069920361853, 'GLD': 0.016906545253580384, 'SHY': 0.09704280611257231}"
2021-03-31,0.037570063477283686,"{'SPY': 0.22926336574728615, 'QQQ': 0.03790991427740231, 'TLT': 0.12460204544710415, 'IEF': 0.0588257559617123, 'TIP': 0.013747436466790011, 'LQD': 0.12996847451897692, 'HYG': 0.21075329353579655, 'DBC': 0.09430876844948227, 'GLD': 0.0031148611547659136, 'SHY': 0.09750608444068365}"
2021-04-30,0.030559832349681147,"{'SPY': 0.23402302516792386, 'QQQ': 0.03501838156752116, 'TLT': 0.11909281507047847, 'IEF': 0.061293285373693385, 'TIP': 0.014626258175951541, 'LQD': 0.13444167543244498, 'HYG': 0.21206682216933773, 'DBC': 0.09054447651591437, 'GLD': 0.0, 'SHY': 0.09889326052673458}"
2021-05-28,0.022639602774693963,"{'SPY': 0.23327873204543492, 'QQQ': 0.041534369089121025, 'TLT': 0.11951560776391418, 'IEF': 0.06464478403610466, 'TIP': 0.013228471283641392, 'LQD': 0.13453579309540137, 'HYG': 0.20411166682820286, 'DBC': 0.0914798813628581, 'GLD': 0.0, 'SHY': 0.09767069449532154}"
2021-06-30,0.023233242183667575,"{'SPY': 0.22694631895783168, 'QQQ': 0.04741048070958981, 'TLT': 0.11803069159036639, 'IEF': 0.06569806806432896, 'TIP': 0.014745855088260205, 'LQD': 0.1369915343717736, 'HYG': 0.2019245676467879, 'DBC': 0.09219398172500781, 'GLD': 0.0, 'SHY': 0.0960585018460538}"
2021-07-30,0.0228008840145213,"{'SPY': 0.22414453462644807, 'QQQ': 0.05114204675539964, 'TLT': 0.12147593840437107, 'IEF': 0.06541815519811817, 'TIP': 0.0064271102785939714, 'LQD': 0.13747365610623513, 'HYG': 0.20317123107911483, 'DBC': 0.09413969001960146, 'GLD': 0.0, 'SHY': 0.09660763753211785}"
2021-08-31,0.042190292096479454,"{'SPY': 0.21218441928087395, 'QQQ': 0.06298535606031345, 'TLT': 0.11773760115062192, 'IEF': 0.06372326047220532, 'TIP': 0.012938718943583786, 'LQD': 0.13962671466275312, 'HYG': 0.2037584006009329, 'DBC': 0.0922927924827036, 'GLD': 0.0, 'SHY': 0.09475273634601204}"
2021-09-30,0.024582818522164325,"{'SPY': 0.2061592106728446, 'QQQ': 0.0692632221141202, 'TLT': 0.11886221359353011, 'IEF': 0.0620455930562034, 'TIP': 0.00854467446739426, 'LQD': 0.13969995974084032, 'HYG': 0.20709586830288573, 'DBC': 0.09209830372184227, 'GLD': 0.0, 'SHY': 0.09623095433033926}"
2021-10-29,0.020323633866564335,"{'SPY': 0.19989665790462696, 'QQQ': 0.07043483737163173, 'TLT': 0.11828877589378411, 'IEF': 0.06041335577519899, 'TIP': 0.006851085283080124, 'LQD': 0.14035888941696484, 'HYG': 0.21238045097284236, 'DBC': 0.0935472084764476, 'GLD': 0.0, 'SHY': 0.09782873890542343}"
2021-11-30,0.058957955711581744,"{'SPY': 0.20559673997951866, 'QQQ': 0.07207735953489397, 'TLT': 0.1300938260876687, 'IEF': 0.05597864485394389, 'TIP': 0.0, 'LQD': 0.1263842503605858, 'HYG': 0.20816190837776574, 'DBC': 0.09866170709165384, 'GLD': 0.0, 'SHY': 0.1030455637139695}"
2021-12-31,0.01707788014217944,"{'SPY': 0.20259858733183161, 'QQQ': 0.07364831068902855, 'TLT': 0.13286137283789035, 'IEF': 0.053158609889440066, 'TIP': 0.0, 'LQD': 0.12366349790168696, 'HYG': 0.20883029828921626, 'DBC': 0.10075814708689429, 'GLD': 0.0, 'SHY': 0.10448117597401205}"
2022-01-31,0.013412054614907055,"{'SPY': 0.19847584700162682, 'QQQ': 0.07238785723000014, 'TLT': 0.13411563944389232, 'IEF': 0.05183577637121971, 'TIP': 0.0, 'LQD': 0.1246331105347457, 'HYG': 0.21074501918817432, 'DBC': 0.10307422331446299, 'GLD': 0.0, 'SHY': 0.10473252691587807}"
2022-02-28,0.0495181449075515,"{'SPY': 0.20516867366052854, 'QQQ': 0.062486538175205074, 'TLT': 0.14291737989022726, 'IEF': 0.044206780586426575, 'TIP': 0.0, 'LQD': 0.11740435292055819, 'HYG': 0.21151126196430436, 'DBC': 0.10894654737640329, 'GLD': 0.0, 'SHY': 0.10735846542634685}"
2022-03-31,0.052114585378991135,"{'SPY': 0.1938224215864682, 'QQQ': 0.06803824451024845, 'TLT': 0.13352298751688257, 'IEF': 0.046854651551663566, 'TIP': 0.006436302586104991, 'LQD': 0.12722115339088122, 'HYG': 0.20892965591669485, 'DBC': 0.11055115970919044, 'GLD': 0.0, 'SHY': 0.1046234232318658}"
2022-04-29,0.0537741418370695,"{'SPY': 0.19609589244182463, 'QQQ': 0.07069318887452194, 'TLT': 0.1447838244103815, 'IEF': 0.03310889755517371, 'TIP': 0.0, 'LQD': 0.12534974386193268, 'HYG': 0.20409605110970347, 'DBC': 0.11662402593995992, 'GLD': 0.0, 'SHY': 0.1092483758065022}"
2022-05-31,0.03843669662254049,"{'SPY': 0.18737893026014207, 'QQQ': 0.07327163187519578, 'TLT': 0.13428243828079384, 'IEF': 0.03652484361118514, 'TIP': 0.0, 'LQD': 0.13026935492363226, 'HYG': 0.20646225098188628, 'DBC': 0.11767262563386188, 'GLD': 0.0, 'SHY': 0.11413792443330284}"
2022-06-30,0.07216883945398811,"{'SPY': 0.1783135356535115, 'QQQ': 0.07851774075728303, 'TLT': 0.11960803256996294, 'IEF': 0.04416250581161316, 'TIP': 0.01653936585538164, 'LQD': 0.1369306377127294, 'HYG': 0.20257098469298895, 'DBC': 0.11378549262089761, 'GLD': 0.0, 'SHY': 0.10957170432563186}"
2022-07-29,0.03315622162787384,"{'SPY': 0.18081705698499984, 'QQQ': 0.0800447343833048, 'TLT': 0.11987656915856611, 'IEF': 0.0456371523377076, 'TIP': 0.005596338524188213, 'LQD': 0.14631178832847616, 'HYG': 0.1969359012102455, 'DBC': 0.11501899800173479, 'GLD': 0.0, 'SHY': 0.10976146107077718}"
2022-08-31,0.07408394380164877,"{'SPY': 0.19036915439449245, 'QQQ': 0.0731716345191479, 'TLT': 0.1277718033082891, 'IEF': 0.035288682683301646, 'TIP': 0.0, 'LQD': 0.1559605002395842, 'HYG': 0.1827118373521721, 'DBC': 0.11945956804758126, 'GLD': 0.0, 'SHY': 0.11526681945543138}"
2022-09-30,0.06411022076262317,"{'SPY': 0.20219812452921598, 'QQQ': 0.06848604750404907, 'TLT': 0.12973780700691995, 'IEF': 0.018811910563549923, 'TIP': 0.0, 'LQD': 0.16218590609491196, 'HYG': 0.17181908610571106, 'DBC': 0.1199708296673323, 'GLD': 0.0, 'SHY': 0.12679028852830976}"
2022-10-31,0.05174674385404425,"{'SPY': 0.18974402317569766, 'QQQ': 0.08079285857361103, 'TLT': 0.1202302581829114, 'IEF': 0.02901047106151282, 'TIP': 0.002488572300774691, 'LQD': 0.15832797470433452, 'HYG': 0.17178129373842707, 'DBC': 0.11995483167569854, 'GLD': 0.0008618794528855375, 'SHY': 0.12680783713414687}"
2022-11-30,0.06066619714431745,"{'SPY': 0.18056092176155025, 'QQQ': 0.09370162747102458, 'TLT': 0.1076625160788649, 'IEF': 0.035678795638289885, 'TIP': 0.006583847946558818, 'LQD': 0.1533947942959189, 'HYG': 0.16937668801220784, 'DBC': 0.11889995400461283, 'GLD': 0.007522608905069512, 'SHY': 0.1266182458859026}"
2022-12-30,0.0567524699264369,"{'SPY': 0.17285174404727371, 'QQQ': 0.09881111891265887, 'TLT': 0.09477180972250038, 'IEF': 0.04120767324972273, 'TIP': 0.011228400358826362, 'LQD': 0.14947986473521552, 'HYG': 0.16737930665665302, 'DBC': 0.11779253766982495, 'GLD': 0.020615922402953325, 'SHY': 0.12586162224437134}"
2023-01-31,0.02977746378086339,"{'SPY': 0.16759700264265048, 'QQQ': 0.1019012277923552, 'TLT': 0.08815185913770696, 'IEF': 0.04307390454326766, 'TIP': 0.010273043555231644, 'LQD': 0.14993856119174798, 'HYG': 0.16818932478440857, 'DBC': 0.11775125050553915, 'GLD': 0.02927959953585572, 'SHY': 0.12384422631123679}"
2023-02-28,0.038300932474804,"{'SPY': 0.16380051221427505, 'QQQ': 0.1049187984859899, 'TLT': 0.0783964470477941, 'IEF': 0.045884022671533915, 'TIP': 0.013780130921622627, 'LQD': 0.14615844292450442, 'HYG': 0.1664994450991761, 'DBC': 0.11789151077561145, 'GLD': 0.038955029314893475, 'SHY': 0.12371566054459908}"
2023-03-31,0.018705349899913827,"{'SPY': 0.16165220157284335, 'QQQ': 0.10793502541190747, 'TLT': 0.07285998529629897, 'IEF': 0.046798294771429015, 'TIP': 0.013494538301619896, 'LQD': 0.14622590197433666, 'HYG': 0.1685662100044242, 'DBC': 0.11650920083858407, 'GLD': 0.04072005507970263, 'SHY': 0.1252385867488538}"
2023-04-28,0.06886144279841472,"{'SPY': 0.16505317496094385, 'QQQ': 0.10451699379881371, 'TLT': 0.07706578007617701, 'IEF': 0.043237134282004604, 'TIP': 0.0, 'LQD': 0.1492909496712721, 'HYG': 0.18234918219186602, 'DBC': 0.12019180351771026, 'GLD': 0.02676306408463338, 'SHY': 0.1315319174165792}"
2023-05-31,0.024686940316401514,"{'SPY': 0.16442435772174813, 'QQQ': 0.10293352547460728, 'TLT': 0.07909184324972104, 'IEF': 0.044415524865349984, 'TIP': 0.0, 'LQD': 0.1477001136066647, 'HYG': 0.18755789584937443, 'DBC': 0.12104031446711462, 'GLD': 0.018222715554442166, 'SHY': 0.1346137092109778}"
