year,month,return
2015,12,-0.016685995962062106
2016,1,-0.012827517946819689
2016,2,0.009573149275387882
2016,3,0.03159756406734915
2016,4,0.015654468418267786
2016,5,0.007088648686993881
2016,6,0.02411504536650777
2016,7,0.014580011073636268
2016,8,0.003033887048673245
2016,9,0.006721655520079306
2016,10,-0.016465959346201875
2016,11,-0.010459967324504937
2016,12,0.011808477448934429
2017,1,0.01332870236728989
2017,2,0.01999790562577841
2017,3,-0.0025729644878413893
2017,4,0.00757655558545145
2017,5,0.010801866926372972
2017,6,-0.000247351184205713
2017,7,0.014009180197742
2017,8,0.009154388095524713
2017,9,0.003028713755177881
2017,10,0.010946776751289633
2017,11,0.008136393056190405
2017,12,0.010144238431600172
2018,1,0.011879182891560758
2018,2,-0.020566878702019342
2018,3,-0.00089025250627639
2018,4,0.0007729291539120275
2018,5,0.015809440809480213
2018,6,0.0008420754103064532
2018,7,0.010132732946525724
2018,8,0.015550975126230382
2018,9,0.000972089376974461
2018,10,-0.03619150361067758
2018,11,-0.004723243947398648
2018,12,-0.02115569933822281
2019,1,0.04560992824106669
2019,2,0.01214577903539471
2019,3,0.02181183471874726
2019,4,0.013189025487209127
2019,5,-0.016634261909224013
2019,6,0.03697834107676856
2019,7,0.004547506513931543
2019,8,0.01369207065982514
2019,9,0.002398931206279986
2019,10,0.009358281365271282
2019,11,0.01021204118813479
2019,12,0.015108792283810235
2020,1,0.007455805662786474
2020,2,-0.018666430195351635
2020,3,-0.06101683613660602
2020,4,0.05259225326574701
2020,5,0.02924780093432866
2020,6,0.014542159277821654
2020,7,0.04184821029868502
2020,8,0.013975829632339343
2020,9,-0.01524443744516768
2020,10,-0.015127953393928695
2020,11,0.05010607684662016
2020,12,0.021161765896295925
2021,1,-0.008032549429017544
2021,2,0.0029220923267601062
2021,3,0.0032229987185286024
2021,4,0.028400761671455665
2021,5,0.00619178305715784
2021,6,0.0226978228518806
2021,7,0.01683748456414036
2021,8,0.007469959820634253
2021,9,-0.016279716931791532
2021,10,0.027576852608451885
2021,11,-0.006977023295859919
2021,12,0.01865250341529956
2022,1,-0.02645852999283882
2022,2,-0.0094480229659466
2022,3,0.00447606990686733
2022,4,-0.05312543048546026
2022,5,0.009094398669114545
2022,6,-0.05223340903458229
2022,7,0.049295670171775496
2022,8,-0.03587059159131156
2022,9,-0.06311215361492539
2022,10,0.02151803457054413
2022,11,0.044407412250597744
2022,12,-0.030343353103794435
2023,1,0.0475172739276315
2023,2,-0.027407804203797292
2023,3,0.03633082540070176
2023,4,0.005008502899380263
2023,5,-0.007504471876067065
2023,6,0.02376560470473832
2023,7,0.020554847742042748
2023,8,-0.008462652109028523
2023,9,-0.02798506458896377
2023,10,-0.016364314194331597
2023,11,0.053917798819069995
2023,12,0.03168140603223257
2024,1,0.005371773168611371
2024,2,0.007211555521672741
2024,3,0.01832539800887667
2024,4,-0.02449893609464726
2024,5,0.02593808334227754
2024,6,0.018852114067524406
2024,7,0.009211649349720297
2024,8,0.01173024213569196
2024,9,0.017126273213280196
2024,10,-0.013842237820282155
2024,11,0.02184674082516125
2024,12,-0.013682693920880284
2025,1,0.015623340519481221
2025,2,0.008273540760759923
2025,3,-0.018404532934732543
2025,4,-0.009519441537117257
2025,5,0.02151314399347637
2025,6,0.032152985867235806
2025,7,0.0086848703639395
2025,8,0.008413393070949127
2025,9,0.021767536577619317
2025,10,0.010340089384011097
2025,11,0.004964730646353388
2025,12,-0.004020244814752383
2026,1,0.0183160782435996
2026,2,0.011463667120384713
2026,3,-0.006276046324283802
2026,4,0.04395703574114207
2026,5,0.014040671416311934
2026,6,-0.01034163240936481
