symbol,weight,riskContribution
SPY,0.17244467053528456,0.33484847886941477
QQQ,0.09161493989128922,0.25445549084255653
TLT,0.18029943509090487,0.17467368706920386
LQD,0.10094266613156697,0.07861540599300246
HYG,0.26433914470020653,0.17924964264617774
DBC,0.12599635066670684,-0.032022427126950165
SHY,0.06436279298404113,0.010179721706594714
