date,turnover
2007-01-31,2.0
2007-02-28,0.0
2007-03-30,0.0
2007-04-30,0.0
2007-05-31,0.0
2007-06-29,0.0
2007-07-31,0.0
2007-08-31,1.8
2007-09-28,0.5
2007-10-31,0.23952748535571938
2007-11-30,0.6000000000000001
2007-12-31,0.0
2008-01-31,0.0
2008-02-29,0.0
2008-03-31,0.0
2008-04-30,0.0
2008-05-30,0.0
2008-06-30,0.0
2008-07-31,0.0
2008-08-29,0.0
2008-09-30,0.06204613762393647
2008-10-31,0.009481815626214946
2008-11-28,0.039788366436774095
2008-12-31,0.031038562986701726
2009-01-30,0.015398571639458125
2009-02-27,0.01395850380699637
2009-03-31,0.009672494479487662
2009-04-30,0.011193212244693898
2009-05-29,0.1061137344258681
2009-06-30,1.1136891588066526
2009-07-31,0.8499999999999999
2009-08-31,0.7999999999999999
2009-09-30,0.0
2009-10-30,0.6336066584651301
2009-11-30,0.008658028739856327
2009-12-31,0.6249486297252738
2010-01-29,0.0
2010-02-26,0.5478503389430953
2010-03-31,0.06093266111013085
2010-04-30,0.4869176778329644
2010-05-28,0.8595838826555735
2010-06-30,0.05343461187245824
2010-07-30,0.9603252487514858
2010-08-31,0.39292980210395234
2010-09-30,0.0
2010-10-29,0.0
2010-11-30,1.2000000000000002
2010-12-31,0.0
2011-01-31,0.0
2011-02-28,0.0
2011-03-31,0.0
2011-04-29,0.0
2011-05-31,1.2000000000000002
2011-06-30,0.0
2011-07-29,0.6000000000000001
2011-08-31,0.09306626455037059
2011-09-30,0.030966454436589283
2011-10-31,0.008832995115543307
2011-11-30,0.04950512191888362
2011-12-30,1.5
2012-01-31,0.0
2012-02-29,0.7999999999999999
2012-03-30,0.0
2012-04-30,0.0
2012-05-31,0.0
2012-06-29,1.3984466870108208
2012-07-31,0.09651668295082266
2012-08-31,0.2011533475654083
2012-09-28,0.6000000000000001
2012-10-31,0.0
2012-11-30,1.4999999999999998
2012-12-31,0.7999999999999999
2013-01-31,0.0
2013-02-28,0.0
2013-03-28,0.0
2013-04-30,0.0
2013-05-31,0.0
2013-06-28,0.5070676232504593
2013-07-31,0.5070676232504593
2013-08-30,0.0
2013-09-30,0.0
2013-10-31,0.0
2013-11-29,0.0
2013-12-31,0.0
2014-01-31,0.0
2014-02-28,1.2000000000000002
2014-03-31,0.0
2014-04-30,1.2000000000000002
2014-05-30,0.0
2014-06-30,0.0
2014-07-31,0.0
2014-08-29,0.0
2014-09-30,0.0
2014-10-31,0.0
2014-11-28,1.2000000000000002
2014-12-31,0.0
2015-01-30,0.6000000000000001
2015-02-27,0.0
2015-03-31,0.0
2015-04-30,0.0
2015-05-29,0.0
2015-06-30,0.0
2015-07-31,0.0
2015-08-31,0.0
2015-09-30,0.0
2015-10-30,0.0
2015-11-30,0.0
2015-12-31,0.0
2016-01-29,0.0
2016-02-29,0.0
2016-03-31,0.0
2016-04-29,0.0
2016-05-31,0.0
2016-06-30,0.0
2016-07-29,1.4999999999999998
2016-08-31,0.0
2016-09-30,0.0
2016-10-31,0.7999999999999999
2016-11-30,0.0
2016-12-30,0.0
2017-01-31,0.0
2017-02-28,0.0
2017-03-31,0.0
2017-04-28,0.1
2017-05-31,0.0
2017-06-30,0.1
2017-07-31,0.0
2017-08-31,0.0
2017-09-29,0.0
2017-10-31,0.0
2017-11-30,0.0
2017-12-29,0.0
2018-01-31,0.0
2018-02-28,0.4551497086904679
2018-03-29,0.15442169623336774
2018-04-30,0.033827622476372526
2018-05-31,0.6433990274002083
2018-06-29,0.0
2018-07-31,1.2000000000000002
2018-08-31,0.0
2018-09-28,0.6000000000000001
2018-10-31,0.0
2018-11-30,0.0
2018-12-31,0.0
2019-01-31,0.0
2019-02-28,0.0
2019-03-29,0.0
2019-04-30,0.0
2019-05-31,0.0
2019-06-28,0.0
2019-07-31,0.0
2019-08-30,0.0
2019-09-30,0.0
2019-10-31,0.0
2019-11-29,1.4999999999999998
2019-12-31,0.0
2020-01-31,0.0
2020-02-28,0.7999999999999999
2020-03-31,1.7679177584066623
2020-04-30,1.411637369772786
2020-05-29,0.0011263044754569879
2020-06-30,0.11402810159242316
2020-07-31,0.15000000000000008
2020-08-31,1.6
2020-09-30,0.0
2020-10-30,0.0
2020-11-30,0.9
2020-12-31,0.1
2021-01-29,0.0
2021-02-26,0.0
2021-03-31,0.678471860794101
2021-04-30,0.1914384999051576
2021-05-28,0.4870333608889434
2021-06-30,0.0
2021-07-30,0.0
2021-08-31,0.0
2021-09-30,1.2000000000000002
2021-10-29,0.0
2021-11-30,0.0
2021-12-31,0.0
2022-01-31,0.6000000000000001
2022-02-28,0.0
2022-03-31,0.0
2022-04-29,0.17747121480649608
2022-05-31,0.027471214806495996
2022-06-30,0.03179682865882237
2022-07-29,0.0013413766737204597
2022-08-31,0.0007986441093749824
2022-09-30,0.0016879590214115697
