time,date,equity,weights,cashAllocation
1167782400000,2007-01-03,100100.07007646633,{'SHY': 1.0},0.0
1167868800000,2007-01-04,100200.11340874172,{'SHY': 1.0},0.0
1167955200000,2007-01-05,100137.61892055233,{'SHY': 1.0},0.0
1168214400000,2007-01-08,100075.05088583783,{'SHY': 1.0},0.0
1168300800000,2007-01-09,100112.51281130323,{'SHY': 1.0},0.0
1168387200000,2007-01-10,100087.57385324754,{'SHY': 1.0},0.0
1168473600000,2007-01-11,100012.52296740972,{'SHY': 1.0},0.0
1168560000000,2007-01-12,99950.03516526805,{'SHY': 1.0},0.0
1168905600000,2007-01-16,100050.0918696389,{'SHY': 1.0},0.0
1168992000000,2007-01-17,100012.5229674097,{'SHY': 1.0},0.0
1169078400000,2007-01-18,100050.09186963888,{'SHY': 1.0},0.0
1169164800000,2007-01-19,100037.60901851558,{'SHY': 1.0},0.0
1169424000000,2007-01-22,100075.05088583779,{'SHY': 1.0},0.0
1169510400000,2007-01-23,100025.07267901038,{'SHY': 1.0},0.0
1169596800000,2007-01-24,100075.05088583779,{'SHY': 1.0},0.0
1169683200000,2007-01-25,99999.99999999997,{'SHY': 1.0},0.0
1169769600000,2007-01-26,100012.52296740969,{'SHY': 1.0},0.0
1170028800000,2007-01-29,100025.07267901038,{'SHY': 1.0},0.0
1170115200000,2007-01-30,100050.0918696389,{'SHY': 1.0},0.0
1170201600000,2007-01-31,100162.59799489439,{'SHY': 1.0},0.0
1170288000000,2007-02-01,100150.08839958013,{'SHY': 1.0},0.0
1170374400000,2007-02-02,100187.68404600026,{'SHY': 1.0},0.0
1170633600000,2007-02-05,100162.55787860796,{'SHY': 1.0},0.0
1170720000000,2007-02-06,100275.50528301403,{'SHY': 1.0},0.0
1170806400000,2007-02-07,100325.83785037145,{'SHY': 1.0},0.0
1170892800000,2007-02-08,100363.50704331667,{'SHY': 1.0},0.0
1170979200000,2007-02-09,100263.0224318907,{'SHY': 1.0},0.0
1171238400000,2007-02-12,100263.0224318907,{'SHY': 1.0},0.0
1171324800000,2007-02-13,100250.4125458604,{'SHY': 1.0},0.0
1171411200000,2007-02-14,100476.3942732931,{'SHY': 1.0},0.0
1171497600000,2007-02-15,100526.613177839,{'SHY': 1.0},0.0
1171584000000,2007-02-16,100551.71928708807,{'SHY': 1.0},0.0
1171929600000,2007-02-20,100539.21637782155,{'SHY': 1.0},0.0
1172016000000,2007-02-21,100602.02511025453,{'SHY': 1.0},0.0
1172102400000,2007-02-22,100539.21637782153,{'SHY': 1.0},0.0
1172188800000,2007-02-23,100652.17046827533,{'SHY': 1.0},0.0
1172448000000,2007-02-26,100727.56234254768,{'SHY': 1.0},0.0
1172534400000,2007-02-27,100965.89320014896,{'SHY': 1.0},0.0
1172620800000,2007-02-28,100890.74202359511,{'SHY': 1.0},0.0
1172707200000,2007-03-01,101030.54059570939,{'SHY': 1.0},0.0
1172793600000,2007-03-02,101143.88916297963,{'SHY': 1.0},0.0
1173052800000,2007-03-05,101181.60515825902,{'SHY': 1.0},0.0
1173139200000,2007-03-06,101093.41618861975,{'SHY': 1.0},0.0
1173225600000,2007-03-07,101194.14818381194,{'SHY': 1.0},0.0
1173312000000,2007-03-08,101194.14818381194,{'SHY': 1.0},0.0
1173398400000,2007-03-09,101017.92402363135,{'SHY': 1.0},0.0
1173657600000,2007-03-12,101106.11967931835,{'SHY': 1.0},0.0
1173744000000,2007-03-13,101244.57435583767,{'SHY': 1.0},0.0
1173830400000,2007-03-14,101269.80749999375,{'SHY': 1.0},0.0
1173916800000,2007-03-15,101244.57435583769,{'SHY': 1.0},0.0
1174003200000,2007-03-16,101232.07144657116,{'SHY': 1.0},0.0
1174262400000,2007-03-19,101143.88916297964,{'SHY': 1.0},0.0
1174348800000,2007-03-20,101232.07144657115,{'SHY': 1.0},0.0
1174435200000,2007-03-21,101395.76595329426,{'SHY': 1.0},0.0
1174521600000,2007-03-22,101295.01389995887,{'SHY': 1.0},0.0
1174608000000,2007-03-23,101232.07144657115,{'SHY': 1.0},0.0
1174867200000,2007-03-26,101332.85024409748,{'SHY': 1.0},0.0
1174953600000,2007-03-27,101345.42669988911,{'SHY': 1.0},0.0
1175040000000,2007-03-28,101395.76595329428,{'SHY': 1.0},0.0
1175126400000,2007-03-29,101345.42669988913,{'SHY': 1.0},0.0
1175212800000,2007-03-30,101345.42669988913,{'SHY': 1.0},0.0
1175472000000,2007-04-02,101364.28135450496,{'SHY': 1.0},0.0
1175558400000,2007-04-03,101364.28135450496,{'SHY': 1.0},0.0
1175644800000,2007-04-04,101427.544738184,{'SHY': 1.0},0.0
1175731200000,2007-04-05,101389.65490566348,{'SHY': 1.0},0.0
1176076800000,2007-04-09,101162.08858491732,{'SHY': 1.0},0.0
1176163200000,2007-04-10,101288.48831736844,{'SHY': 1.0},0.0
1176249600000,2007-04-11,101288.48831736844,{'SHY': 1.0},0.0
1176336000000,2007-04-12,101275.87174529041,{'SHY': 1.0},0.0
1176422400000,2007-04-13,101225.2650499758,{'SHY': 1.0},0.0
1176681600000,2007-04-16,101212.62841975456,{'SHY': 1.0},0.0
1176768000000,2007-04-17,101377.0115893945,{'SHY': 1.0},0.0
1176854400000,2007-04-18,101516.07469625781,{'SHY': 1.0},0.0
1176940800000,2007-04-19,101516.07469625781,{'SHY': 1.0},0.0
1177027200000,2007-04-20,101490.72788929022,{'SHY': 1.0},0.0
1177286400000,2007-04-23,101566.54098456996,{'SHY': 1.0},0.0
1177372800000,2007-04-24,101655.06425659603,{'SHY': 1.0},0.0
1177459200000,2007-04-25,101617.16773802777,{'SHY': 1.0},0.0
1177545600000,2007-04-26,101541.3078404139,{'SHY': 1.0},0.0
1177632000000,2007-04-27,101579.31133574594,{'SHY': 1.0},0.0
1177891200000,2007-04-30,101655.06425659603,{'SHY': 1.0},0.0
1177977600000,2007-05-01,101612.0261673187,{'SHY': 1.0},0.0
1178064000000,2007-05-02,101662.76658358802,{'SHY': 1.0},0.0
1178150400000,2007-05-03,101586.5656975396,{'SHY': 1.0},0.0
1178236800000,2007-05-04,101637.35960219082,{'SHY': 1.0},0.0
1178496000000,2007-05-07,101637.35960219082,{'SHY': 1.0},0.0
1178582400000,2007-05-08,101688.12007660333,{'SHY': 1.0},0.0
1178668800000,2007-05-09,101612.02616731869,{'SHY': 1.0},0.0
1178755200000,2007-05-10,101700.80350915872,{'SHY': 1.0},0.0
1178841600000,2007-05-11,101662.766583588,{'SHY': 1.0},0.0
1179100800000,2007-05-14,101586.56569753958,{'SHY': 1.0},0.0
1179187200000,2007-05-15,101612.02616731868,{'SHY': 1.0},0.0
1179273600000,2007-05-16,101713.51368590504,{'SHY': 1.0},0.0
