date,regime,weights,controls,realizedVol60d,turnover
2016-09-30,Recovery,"{'SPY': 0.24999999999999994, 'QQQ': 0.14999999999999997, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.14999999999999997, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.14999999999999997, 'HYG': 0.19999999999999996, 'DBC': 0.0, 'GLD': 0.09999999999999998, 'SHY': 0.0}",[],0.07644601479855927,0.0
2016-10-31,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.06511136412574556,0.7999999999999999
2016-11-30,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.08101681574492374,0.0
2016-12-30,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.07222060748573535,0.0
2017-01-31,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.0706956815130944,0.0
2017-02-28,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.05539610501370204,0.0
2017-03-31,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.06125500102041943,0.0
2017-04-28,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.05, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.05}",['HYG cap'],0.06319693883251014,0.1
2017-05-31,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.05, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.05}",['HYG cap'],0.06452398907021306,0.0
2017-06-30,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.06544579403606675,0.1
