symbol,weight,riskContribution
SPY,0.04164273211580748,0.03877218181980501
QQQ,0.11199673366228573,0.1742456867099328
IWM,0.004770692039731014,0.005861581942452569
TLT,0.2861659717625953,0.14601463591702463
LQD,0.10675039684465129,0.043329830631220645
HYG,0.15534355691293714,0.049942800258571694
DBC,0.28731091808790943,0.5414107989228518
SHY,0.0060189985740828,0.0004224837981409197
